names,direction,money,experience,condition,company,welfare
嵌入式软件工程师,苏州·张家港市,12k-22k,经验1-3年 / 本科,"医疗丨健康,硬件 / 未融资 / 少于15人",阿拉贝尔,"股权激励,优质团队,成长迅速,氛围好"
嵌入式应用软件开发工程师,深圳·新安,7k-12k,经验1-3年 / 大专,"移动互联网,硬件 / A轮 / 15-50人",Sugr,发展平台大，不打卡，晋升空间大，季度奖金
千寻位置-嵌入式开发工程师（无量尺）,上海·杨浦区,15k-30k,经验3-5年 / 本科,移动互联网 / 不需要融资 / 150-500人,千寻位置,阿里背景 带薪年假 餐补 晋升空间大
嵌入式蓝牙研发软件工程师,深圳·龙岗区,15k-25k,经验5-10年 / 本科,移动互联网 社交网络 / 天使轮 / 15-50人,怒喵科技,明星创业团队期权机会、创造性的团队氛围
嵌入式软件开发工程师,杭州,7k-12k,经验1-3年 / 本科,"医疗丨健康,物联网 / 未融资 / 15-50人",天纵智慧,公司氛围优，发展前景佳
c/c++开发工程师（嵌入式、Linux后台开发）,北京·丰台区,15k-25k,经验3-5年 / 本科,信息安全 / 不需要融资 / 50-150人,博创科技,"自有专利,技术氛围好,学习空间大"
嵌入式软件工程师,深圳·西乡,12k-24k,经验1-3年 / 大专,消费生活 / 不需要融资 / 15-50人,亘强科技,年终奖 社保 弹性工作
嵌入式软件工程师,广州·太和,15k-30k,经验3-5年 / 本科,移动互联网 / 未融资 / 50-150人,广州信盛,双休、五险一金、餐补、带薪年假、交通补贴
linux 嵌入式实习生 (MJ000313),深圳·科技园,3k-5k,经验应届毕业生 / 硕士,消费生活 / B轮 / 500-2000人,千丁,平台好，福利待遇好
嵌入式软件开发工程师,上海,12k-18k,经验3-5年 / 大专,"移动互联网,硬件 / 不需要融资 / 50-150人",多赋信息,五险一金，不加班
嵌入式软件工程师（EMV L1方向）,深圳·深圳湾,15k-25k,经验3-5年 / 本科,"金融,硬件 / 上市公司 / 2000人以上",新国都,职业发展，带薪年假
嵌入式软件工程师,南京·开发区,11k-18k,经验应届毕业生 / 本科,"汽车丨出行,软件开发 / 未融资 / 15-50人",飞音软件,五险一金，双休，人性化管理
嵌入式软件工程师,深圳·西乡,15k-25k,经验3-5年 / 本科,"硬件,移动互联网 / 不需要融资 / 15-50人",凯扬大为,"周末双休,带薪年假,节日福利,年度旅游"
嵌入式软件工程师,成都,6k-12k,经验3-5年 / 本科,硬件 / 不需要融资 / 150-500人,虹美智能,五险一金 待遇丰富
嵌入式单片机工程师,威海·环翠区,5k-10k,经验应届毕业生 / 大专,"通讯电子,物联网 / A轮 / 150-500人",精讯畅通,技术领先 物联网行业 研发项目多
python开发工程师,成都·武侯区,8k-15k,经验1-3年 / 不限,"移动互联网,信息安全 / A轮 / 50-150人",链安科技,丰厚的年终奖 、员工期权、 一年三次调薪
Python开发工程师,成都·武侯区,10k-15k,经验3-5年 / 本科,"移动互联网,信息安全 / A轮 / 50-150人",链安科技,项目奖、年终奖、评优奖、员工期权等
python开发工程师,深圳·科技园,15k-30k,经验1-3年 / 本科,移动互联网 / 不需要融资 / 50-150人,橙智科技,能源互联网独角兽，高速发展，业绩分红
高级python开发工程师,北京·大望路,15k-30k,经验1-3年 / 本科,金融 / A轮 / 50-150人,她理财,互联网金融 无天花板 六险一金 期权激励
课程设计（python）实习,深圳·南山区,3k-4k,经验应届毕业生 / 本科,"移动互联网,教育 / C轮 / 2000人以上",编程猫,风口行业，发展空间大，福利诱人
Python开发工程师,北京·亮马桥,20k-35k,经验3-5年 / 本科,"移动互联网,金融 / D轮及以上 / 500-2000人",闪银奇异,免费午餐 免费健身房 成长空间大
python开发工程师,上海·浦东新区,18k-36k,经验5-10年 / 本科,金融 / 上市公司 / 2000人以上,平安金服,公司福利好，周末双休，平台稳定
中级Python开发工程师,上海·张江,15k-25k,经验3-5年 / 本科,"移动互联网,电商 / B轮 / 50-150人",NextTao 互道信息,技术氛围浓郁 团队氛围轻松 发展空间大
python开发工程师,深圳·深圳湾,10k-15k,经验1-3年 / 本科,"医疗丨健康,数据服务 / A轮 / 15-50人",脑医生,"人工智能,高端前沿,前景广阔"
高级后端开发工程师（Python）,深圳·深圳湾,20k-35k,经验3-5年 / 本科,"移动互联网,教育 / A轮 / 150-500人",十方融海集团,"零食无限,五险一金,年轻团队,专人带领"
高级Python后端开发工程师,北京·牡丹园,20k-40k,经验3-5年 / 本科,"医疗丨健康,数据服务 / B轮 / 15-50人",GeneDock,医疗大数据独角兽
Python开发工程师,苏州·工业园区,10k-20k,经验3-5年 / 大专,信息安全 / 不需要融资 / 15-50人,极光无限,薪资待遇优越、五险一金、年终奖
python 开发工程师,北京·海淀区,10k-20k,经验1-3年 / 本科,"移动互联网,数据服务 / B轮 / 50-150人",象辑科技,"扁平化管理,年终奖,项目奖,晋升空间大"
高级python后端开发工程师,上海·徐汇区,20k-35k,经验5-10年 / 本科,移动互联网 / C轮 / 150-500人,问卷网@爱调研,发展空间领导nice 能力提升主人翁角色
Python高级开发工程师,深圳·科技园,15k-30k,经验3-5年 / 本科,电商 / 上市公司 / 2000人以上,明源云,"精英团队,技术驱动,极客氛围,行业独角兽"
高级硬件工程师,绵阳,7k-14k,经验5-10年 / 本科,硬件 / 不需要融资 / 150-500人,虹美智能,五险一金 待遇丰富
中高级硬件开发工程师,南京·江宁区,8k-16k,经验1-3年 / 本科,其他 / 不需要融资 / 50-150人,艾伊科技,五险一金 带薪休假 年终奖
初级硬件工程师（电子电路方向）,广州·天河区,5k-8k,经验不限 / 本科,"移动互联网,硬件 / 天使轮 / 50-150人",大气候物联网科技,年假、体检、旅游、双休、五险一金等
硬件产品经理-无人配送部,北京·朝阳区,25k-45k,经验5-10年 / 本科,消费生活 / 上市公司 / 2000人以上,美团点评,技术前沿，大落地场景，复杂业务逻辑
技术副总监（物联网智能硬件方向）,广州·芳村,20k-30k,经验5-10年 / 本科,"移动互联网,电商 / 不需要融资 / 2000人以上",绿瘦集团,发展前景 晋升空间 公司食堂
智能硬件销售工程师,中山·中山市市辖区,5k-10k,经验应届毕业生 / 不限,"信息安全,企业服务 / 天使轮 / 15-50人",曲速未来,待遇优厚
智能硬件产品-采购工程师/采购经理,北京·望京,15k-30k,经验5-10年 / 本科,"移动互联网,教育 / B轮 / 150-500人",凯叔讲故事,五险一金，14薪，带薪年假，免费体检
智能硬件一体化方案专家,杭州·西溪,12k-24k,经验5-10年 / 本科,移动互联网 / 不需要融资 / 150-500人,溪鸟物流,菜鸟乡村
嵌入式硬件工程师,深圳·宝安区,13k-25k,经验1-3年 / 本科,其他 / 不需要融资 / 15-50人,一念传感,年终奖+年底双薪+节日福利+餐补+交通补
硬件测试实习生,深圳·南山区,3k-5k,经验应届毕业生 / 本科,"移动互联网,硬件 / C轮 / 500-2000人",优必选科技,人工智能行业，独角兽企业，弹性工作制
智慧厨房-硬件采购（自研类）,北京·朝阳区,20k-40k,经验3-5年 / 本科,消费生活 / 上市公司 / 2000人以上,美团点评,五险一金
智能硬件产品经理,深圳,10k-20k,经验3-5年 / 本科,人工智能 / 未融资 / 500-2000人,禾思众成,发展机会大 薪资福利好 人性化管理
智慧厨房-硬件研发产品经理,北京·朝阳区,20k-40k,经验3-5年 / 本科,消费生活 / 上市公司 / 2000人以上,美团点评,五险一金、免费班车
智慧厨房-硬件采购（非自研）,北京·朝阳区,20k-40k,经验3-5年 / 本科,消费生活 / 上市公司 / 2000人以上,美团点评,五险一金
嵌入式软硬件工程师,深圳·南山区,15k-30k,经验3-5年 / 大专,"软件开发,物联网 / 未融资 / 15-50人",光联万物,五险一金房补餐补股票期权绩效奖金
嵌入式软件开发工程师,深圳·大冲,10k-20k,经验3-5年 / 本科,数据服务 / 未融资 / 15-50人,东晟数据,福利待遇好，扁平管理，团队气氛佳！
c/c++开发工程师（嵌入式、Linux后台开发）,北京·丰台区,15k-25k,经验3-5年 / 本科,信息安全 / 不需要融资 / 50-150人,博创科技,"自有专利,技术氛围好,学习空间大"
嵌入式软件工程师,上海·奉贤区,15k-20k,经验1-3年 / 本科,房产家居 / 未融资 / 15-50人,长城房地产,上市公司
嵌入式软件工程师（EMV L1方向）,深圳·深圳湾,15k-25k,经验3-5年 / 本科,"金融,硬件 / 上市公司 / 2000人以上",新国都,职业发展，带薪年假
嵌入式软件开发工程师,济南·高新区,5k-10k,经验应届毕业生 / 大专,"通讯电子,物联网 / A轮 / 150-500人",精讯畅通,技术领先 物联网行业 研发项目多
嵌入式软件开发工程师,上海,12k-18k,经验3-5年 / 大专,"移动互联网,硬件 / 不需要融资 / 50-150人",多赋信息,五险一金，不加班
校招-嵌入式软件工程师,深圳·新安,15k-25k,经验应届毕业生 / 本科,"硬件,移动互联网 / D轮及以上 / 150-500人",Insta360影石,Global Colleagues
嵌入式软件工程师,上海·漕宝路,15k-25k,经验3-5年 / 本科,"移动互联网,硬件 / 不需要融资 / 150-500人",中觅通信,平台好、学习空间大、不加班、弹性工作制
嵌入式高级软件工程师,深圳,12k-18k,经验3-5年 / 本科,"电商,消费生活 / 不需要融资 / 2000人以上",深圳市保利物业管理集团有限公司,大平台
嵌入式软件工程师,深圳·西乡,15k-25k,经验3-5年 / 本科,"硬件,移动互联网 / 不需要融资 / 15-50人",凯扬大为,"周末双休,带薪年假,节日福利,年度旅游"
嵌入式软件工程师-无人车配送中心,北京·朝阳区,25k-45k,经验5-10年 / 本科,消费生活 / 上市公司 / 2000人以上,美团点评,自动驾驶前瞻技术，大落地场景，牛人云集
嵌入式软件工程师,成都,6k-12k,经验3-5年 / 本科,硬件 / 不需要融资 / 150-500人,虹美智能,五险一金 待遇丰富
嵌入式单片机工程师,威海·环翠区,5k-10k,经验应届毕业生 / 大专,"通讯电子,物联网 / A轮 / 150-500人",精讯畅通,技术领先 物联网行业 研发项目多
嵌入式讲师,成都·双流县,7k-9k,经验3-5年 / 本科,"企业服务,电商 / A轮 / 50-150人",国科云漫,五险一金，公司不定期团建，下午茶
高级嵌入式控制系统工程师/专家-无人配送部,北京·朝阳区,25k-40k,经验3-5年 / 硕士,消费生活 / 上市公司 / 2000人以上,美团点评,大牛云集
python开发工程师,广州·番禺区,12k-16k,经验3-5年 / 本科,"移动互联网,游戏 / B轮 / 150-500人",艾美网络科技,五险一金、周末双休、带薪年假、年底双薪
python后端工程师,上海·徐汇区,8k-12k,经验应届毕业生 / 本科,移动互联网 / C轮 / 150-500人,问卷网@爱调研,核心业务 技术大牛 电脑升降桌 就是干！
Python爬虫开发工程师,深圳·福田区,10k-16k,经验3-5年 / 大专,"金融,其他 / 未融资 / 500-2000人",中诚金服集团,福利待遇好、工作环境好、发展空间大
python开发工程师,成都·高新区,10k-20k,经验3-5年 / 本科,移动互联网 / A轮 / 150-500人,PALMAX,五险一金 试用期全薪 餐补 14薪
Python开发工程师,上海·五角场,15k-30k,经验3-5年 / 本科,"企业服务,移动互联网 / 不需要融资 / 2000人以上",微创软件,平台好 待遇好
Python后端开发工程师,北京·望京,15k-25k,经验1-3年 / 本科,"移动互联网,金融 / 上市公司 / 150-500人",有鱼智能科技,七险一金、十天年假、弹性工作、周末双休
Python开发工程师,北京·望京,15k-30k,经验3-5年 / 本科,"移动互联网,教育 / D轮及以上 / 2000人以上",一起教育科技,企业福利 平台 发展空间 团队氛围
资深python开发工程师,深圳·科技园,18k-25k,经验5-10年 / 本科,"移动互联网,消费生活 / 上市公司 / 150-500人",易博天下,发展好 年终奖金 团队氛围好
python服务端开发工程师,广州·珠江新城,15k-30k,经验不限 / 本科,电商 / 上市公司 / 2000人以上,网易,16薪，项目奖金
python开发工程师,上海·五角场,17k-23k,经验3-5年 / 不限,"企业服务,移动互联网 / 不需要融资 / 2000人以上",微创软件,年终奖 六险一金 班车 项目奖金
Python中级开发工程师,上海·虹桥,12k-18k,经验1-3年 / 本科,"移动互联网,企业服务 / C轮 / 150-500人",易路,五险一金，加班费，C轮创业，期权激励
python开发工程师,上海·浦东新区,15k-20k,经验3-5年 / 本科,"移动互联网,企业服务 / B轮 / 150-500人",博云,六险一金，年度旅游体检，补助，带薪培训
python高级工程师,上海·四川北路,15k-30k,经验3-5年 / 本科,"移动互联网,金融 / 不需要融资 / 150-500人",万向区块链,职位发展前景、工作挑战、团队大牛
高级Python开发工程师,杭州·文一路,10k-20k,经验3-5年 / 本科,"移动互联网,数据服务 / 上市公司 / 500-2000人",广通软件,福利待遇好、技术氛围好、领导超级赞
高级python开发工程师,北京·东城区,22k-27k,经验3-5年 / 硕士,"企业服务,数据服务 / 上市公司 / 150-500人",国研网,六险一金，超长年假，大型国企
中高级硬件开发工程师,南京·江宁区,8k-16k,经验1-3年 / 本科,其他 / 不需要融资 / 50-150人,艾伊科技,五险一金 带薪休假 年终奖
千寻位置-GNSS硬件工程师/专家,上海·杨浦区,15k-30k,经验3-5年 / 不限,移动互联网 / 不需要融资 / 150-500人,千寻位置,免费茶饮补充公积金免费晚餐
初级硬件工程师（电子电路方向）,广州·天河区,5k-8k,经验不限 / 本科,"移动互联网,硬件 / 天使轮 / 50-150人",大气候物联网科技,年假、体检、旅游、双休、五险一金等
技术副总监（物联网智能硬件方向）,广州·芳村,20k-30k,经验5-10年 / 本科,"移动互联网,电商 / 不需要融资 / 2000人以上",绿瘦集团,发展前景 晋升空间 公司食堂
智能硬件产品-采购工程师/采购经理,北京·望京,15k-30k,经验5-10年 / 本科,"移动互联网,教育 / B轮 / 150-500人",凯叔讲故事,五险一金，14薪，带薪年假，免费体检
C++开发——硬件二次开发,北京·海淀区,15k-30k,经验1-3年 / 本科,教育 / 上市公司 / 2000人以上,新东方,上市公司、发展空间大、福利好、国内外旅游
硬件工程师,深圳·沙头角,15k-25k,经验3-5年 / 本科,移动互联网 / B轮 / 50-150人,码隆科技,"成长空间大,大牛云集,包午餐"
嵌入式硬件工程师,苏州·张家港市,15k-20k,经验3-5年 / 本科,"医疗丨健康,硬件 / 未融资 / 少于15人",阿拉贝尔,"五险一金,氛围轻松,股权激励,晋升空间大"
嵌入式硬件工程师,重庆·渝北区,4k-8k,经验1-3年 / 本科,"硬件,人工智能 / 未融资 / 15-50人",原像科技,双休+五险+14个月+带薪年假+过节福利
嵌入式硬件,长沙·伍家岭,5k-10k,经验不限 / 本科,硬件、软件开发 / 未融资 / 少于15人,云中赛博,飞行控制系统及其仿真测试设备
硬件工程师,深圳·宝安区,5k-8k,经验1-3年 / 大专,硬件 / 未融资 / 少于15人,铁马飞,提供技术培养，跟老工程师学习，祝你成才。
硬件工程师,上海·静安区,13k-25k,经验5-10年 / 本科,"医疗丨健康,数据服务 / 天使轮 / 少于15人",碳承数据,弹性工作，快速晋升
硬件开发工程师（10-25万元）,广州·黄埔区,6k-10k,经验3-5年 / 本科,房产家居 / 未融资 / 50-150人,广州荷德曼,六险一金 餐补 通讯补贴等
嵌入式硬件工程师,成都·高新区,8k-15k,经验3-5年 / 本科,"移动互联网,硬件 / 不需要融资 / 50-150人",潇游科技,六险一金、节假日福利、健身房
无线电硬件研发工程师（南京）,南京·秦淮区,10k-20k,经验1-3年 / 本科,移动互联网 / 不需要融资 / 500-2000人,飞常准,"前景好,发展空间大,工作氛围轻"
嵌入式Linux软件开发工程师,上海·张江,8k-12k,经验1-3年 / 本科,移动互联网 / 不需要融资 / 少于15人,文谷软件,人工智能
嵌入式讲师,成都·双流县,7k-9k,经验3-5年 / 本科,"企业服务,电商 / A轮 / 50-150人",国科云漫,五险一金，公司不定期团建，下午茶
嵌入式软件开发工程师,深圳·新安,6k-12k,经验应届毕业生 / 本科,"硬件,移动互联网 / 天使轮 / 50-150人",如一探索,丰厚项目奖金 团队高效 氛围nice
嵌入式软件工程师,深圳·西乡,12k-24k,经验1-3年 / 大专,消费生活 / 不需要融资 / 15-50人,亘强科技,年终奖 社保 弹性工作
嵌入式软件开发工程师,上海·北新泾,15k-20k,经验1-3年 / 本科,"人工智能,物联网 / B轮 / 50-150人",乔轩信息,有竞争力的薪资，发展空间巨大
嵌入式开发专家(J10946),杭州·仓前,15k-30k,经验5-10年 / 本科,"移动互联网,硬件 / B轮 / 2000人以上",小电,五险一金
嵌入式软件开发工程师,杭州,7k-12k,经验1-3年 / 本科,"医疗丨健康,物联网 / 未融资 / 15-50人",天纵智慧,公司氛围优，发展前景佳
嵌入式软件工程师,苏州·张家港市,15k-25k,经验3-5年 / 本科,"硬件,人工智能 / 不需要融资 / 15-50人",斑马之家,发展平台；股票期权；五险一金；扁平化管理
嵌入式软件工程师,成都,6k-12k,经验3-5年 / 本科,硬件 / 不需要融资 / 150-500人,虹美智能,五险一金 待遇丰富
嵌入式软件开发工程师,北京·北下关,15k-25k,经验5-10年 / 本科,"移动互联网,消费生活 / A轮 / 50-150人",易微行,全额五险一金、股权期权激励
嵌入式高级软件工程师,深圳,12k-18k,经验3-5年 / 本科,"电商,消费生活 / 不需要融资 / 2000人以上",深圳市保利物业管理集团有限公司,大平台
嵌入式软件工程师-无人车配送中心,北京·朝阳区,25k-45k,经验5-10年 / 本科,消费生活 / 上市公司 / 2000人以上,美团点评,自动驾驶前瞻技术，大落地场景，牛人云集
linux 嵌入式实习生 (MJ000313),深圳·科技园,3k-5k,经验应届毕业生 / 硕士,消费生活 / B轮 / 500-2000人,千丁,平台好，福利待遇好
C/C++开发工程师（嵌入式开发工程师）,广州·五山,9k-16k,经验1-3年 / 本科,"企业服务,信息安全 / 上市公司 / 500-2000人",广东广信通信服务有限公司,专业培训；五险一金；节日福利；周末双休
高级嵌入式控制系统工程师/专家-无人配送部,北京·朝阳区,25k-40k,经验3-5年 / 硕士,消费生活 / 上市公司 / 2000人以上,美团点评,大牛云集
python开发工程师,成都·双流县,8k-12k,经验1-3年 / 本科,数据服务 / 不需要融资 / 50-150人,微慕客（成都）科技有限公司,五险一金 弹性工作 扁平管理 微软项目
Python中级开发工程师,上海·虹桥,12k-18k,经验1-3年 / 本科,"移动互联网,企业服务 / C轮 / 150-500人",易路,五险一金，加班费，C轮创业，期权激励
后端研发工程师（ Python ）,成都·圣灯,8k-10k,经验1-3年 / 本科,"移动互联网,文娱丨内容 / B轮 / 50-150人",极客公园,朝十晚六，工作氛围轻松
python工程师,北京·朝阳区,15k-25k,经验应届毕业生 / 硕士,文娱丨内容 / D轮及以上 / 500-2000人,一点资讯,七险一金，带薪年假，带薪病假，福利待遇好
python开发资深/专家（中间件）,杭州·余杭区,25k-40k,经验5-10年 / 本科,"移动互联网,医疗丨健康 / D轮及以上 / 500-2000人",智云健康,年底双薪，氛围好，年度旅游，六险一金
python工程师,北京·朝阳区,15k-30k,经验应届毕业生 / 本科,文娱丨内容 / D轮及以上 / 500-2000人,一点资讯,"精英团队,发展空间大,工作氛围好"
高级Python开发工程师,上海·杨浦区,15k-30k,经验3-5年 / 本科,"企业服务,数据服务 / B轮 / 50-150人",CloudChef,"带薪年假,五险一金,团建旅游,补充公积金"
高级python开发工程师,上海·浦东新区,18k-25k,经验3-5年 / 本科,人工智能 / B轮 / 150-500人,达观数据,团队氛围好、公司发展稳定、福利待遇好
高级python开发工程师,北京·中关村,10k-15k,经验1-3年 / 本科,"医疗丨健康,数据服务 / A轮 / 50-150人",无极慧通,"广阔的发展,创业公司,融洽的办公"
高级python开发工程师,杭州·古墩路,15k-30k,经验1-3年 / 本科,移动互联网 / 上市公司 / 500-2000人,兑吧,"奖金多多多,零食下午茶,全员出国游"
Python爬虫工程师(Selenium方向),上海·张江,10k-20k,经验不限 / 本科,"移动互联网,电商 / B轮 / 150-500人",别样app,"高速增长,精英团队,工程师文化"
Python/Golang开发工程师,北京·朝阳区,25k-40k,经验3-5年 / 本科,"移动互联网,企业服务 / 不需要融资 / 150-500人",微壳,核心高管、六险一金、16薪、弹性工作
Python高级开发工程师,成都·肖家河,10k-18k,经验3-5年 / 本科,"信息安全,数据服务 / 未融资 / 50-150人",成都肆零肆,"五险一金,带薪年假,项目提成,周末双休"
python后端开发工程师,成都·高新区,10k-18k,经验3-5年 / 本科,企业服务 / B轮 / 150-500人,萌想科技,五险一金、平台大、大牛、周末双休、年终奖
Python后端开发工程师,深圳·岗厦,15k-30k,经验3-5年 / 本科,"数据服务,企业服务 / 上市公司 / 500-2000人",Gridsum 国双,上市公司 前景佳 氛围好 牛人多
嵌入式硬件工程师,苏州·张家港市,15k-20k,经验3-5年 / 本科,"医疗丨健康,硬件 / 未融资 / 少于15人",阿拉贝尔,"五险一金,氛围轻松,股权激励,晋升空间大"
硬件架构师,北京·朝阳区,35k-55k,经验5-10年 / 本科,信息安全 / 不需要融资 / 500-2000人,360os,大平台，发展快，领导好，
智能硬件产品经理,深圳·科技园,25k-50k,经验3-5年 / 本科,硬件 / 上市公司 / 2000人以上,美的IoT,"500强,上下班车,健身房宿舍,双休餐补"
市场经理（硬件）,北京·海淀区,20k-35k,经验3-5年 / 本科,文娱丨内容 / C轮 / 2000人以上,字节跳动,免费三餐
硬件开发工程师,上海·静安区,12k-24k,经验3-5年 / 本科,"医疗丨健康,数据服务 / 天使轮 / 少于15人",碳承数据,弹性不打卡， 快速晋升通道
IOT硬件工程师,西安·高新技术产业开发区,12k-24k,经验3-5年 / 本科,信息安全 / 不需要融资 / 500-2000人,360os,大平台，发展快，领导好，
硬件工程师-,广州·黄埔区,10k-15k,经验1-3年 / 本科,企业服务 / 上市公司 / 2000人以上,京信通信,大型上市公司
硬件总监,深圳·南山区,18k-30k,经验5-10年 / 本科,"硬件,移动互联网 / A轮 / 15-50人",时空壶,"股份,高端职位,前途远大,新兴行业"
硬件经理,深圳·南山区,18k-30k,经验5-10年 / 本科,"硬件,移动互联网 / A轮 / 15-50人",时空壶,"人工智能,自由氛围,牛人团队,创业机遇"
硬件总监,成都·武侯区,20k-30k,经验10年以上 / 硕士,"移动互联网,硬件 / B轮 / 150-500人",成都万创,五险一金 加班补助 节日福利 绩效奖金
硬件产品总监,深圳·大冲,50k-70k,经验5-10年 / 本科,"移动互联网,数据服务 / 不需要融资 / 150-500人",大地零一,扁平化管理 前景好 晋升快
硬件工程师,深圳·龙华新区,6k-10k,经验1-3年 / 本科,"电商,数据服务 / 上市公司 / 2000人以上",富士康科技集团,五险一金年底双薪节日福利带薪年假海外历练
硬件工程师（2020届）,广州·黄埔区,2k-4k,经验应届毕业生 / 本科,企业服务 / 上市公司 / 2000人以上,京信通信,大型上市公司
信号完整性硬件测试工程师(J10471),苏州·高新区,20k-30k,经验5-10年 / 本科,移动互联网 / 不需要融资 / 500-2000人,苏小研,五险一金、交通补贴、餐饮补贴、通讯补贴
硬件工程师,成都·高新区,8k-15k,经验3-5年 / 本科,"硬件,其他 / 不需要融资 / 50-150人",微思格科技,物联网公司，发展前景好。
嵌入式软件开发工程师,绵阳·涪城区,5k-10k,经验3-5年 / 本科,硬件 / 不需要融资 / 150-500人,虹美智能,嵌入式
嵌入式软件工程师,成都,6k-12k,经验3-5年 / 本科,硬件 / 不需要融资 / 150-500人,虹美智能,五险一金 待遇丰富
嵌入式高级软件工程师,深圳,12k-18k,经验3-5年 / 本科,"电商,消费生活 / 不需要融资 / 2000人以上",深圳市保利物业管理集团有限公司,大平台
高级嵌入式控制系统工程师/专家-无人配送部,北京·朝阳区,25k-40k,经验3-5年 / 硕士,消费生活 / 上市公司 / 2000人以上,美团点评,大牛云集
嵌入式系统工程师 (3D Camera）,深圳·西丽,18k-36k,经验3-5年 / 本科,"人工智能,通讯电子 / B轮 / 50-150人",超凡品质投资,扁平化管理风格，成长空间大，有期权
嵌入式软件工程师,深圳·西丽,10k-15k,经验3-5年 / 本科,"移动互联网,医疗丨健康 / B轮 / 50-150人",舒可士,平台好 13薪 双休 发展空间大
C/C++开发工程师（嵌入式开发工程师）,广州·五山,9k-16k,经验1-3年 / 本科,"企业服务,信息安全 / 上市公司 / 500-2000人",广东广信通信服务有限公司,专业培训；五险一金；节日福利；周末双休
嵌入式软件经理/专家,深圳·南山区,28k-50k,经验10年以上 / 本科,移动互联网 / 未融资 / 50-150人,大农科技,期权，发展空间，团队带领，大牛带队
嵌入式软件工程师(J10052),杭州·仓前,15k-25k,经验3-5年 / 本科,"移动互联网,硬件 / B轮 / 2000人以上",小电,五险一金
嵌入式软件开发工程师,深圳·龙华新区,14k-28k,经验3-5年 / 本科,其他 / 天使轮 / 50-150人,大漠大智控,五险一金、带薪年假、定期体检、发展空间大
嵌入式工程师,成都·龙泉驿区,12k-18k,经验3-5年 / 本科,"医疗丨健康,数据服务 / 未融资 / 50-150人",武汉心络科技有限公司,五险一金 周末双休
嵌入式linux应用开发,成都·高新区,11k-17k,经验1-3年 / 本科,"硬件,其他 / 不需要融资 / 50-150人",微思格科技,11k-17k五险一金
嵌入式软件开发工程师,深圳·大冲,10k-20k,经验3-5年 / 本科,"电商,数据服务 / B轮 / 50-150人",深圳市比一比网络科技有限公司,"双休,五险一金,大数据,氛围好"
嵌入式软件工程师,深圳·南山区,30k-50k,经验10年以上 / 本科,移动互联网 / 未融资 / 50-150人,大农科技,期权，发展空间，团队带领，大牛带队
嵌入式软件工程师,广州·大石,12k-18k,经验1-3年 / 本科,"信息安全,电商 / 上市公司 / 150-500人",广东亚太天能科技股份有限公司,双休，节假日福利，优秀团队
python后端开发工程师,成都·高新区,10k-18k,经验3-5年 / 本科,企业服务 / B轮 / 150-500人,萌想科技,五险一金、平台大、大牛、周末双休、年终奖
高级python开发工程师,成都·高新区,15k-25k,经验5-10年 / 本科,企业服务 / B轮 / 150-500人,萌想科技,"周末双休,五险一金,年终奖,员工旅游"
Python开发工程师,深圳·南头,10k-20k,经验1-3年 / 本科,"移动互联网,硬件 / 天使轮 / 15-50人",行云智能,"扁平化管理,周末双休,年终奖,发展空间大"
python软件工程师,北京·西直门,13k-25k,经验3-5年 / 本科,"移动互联网,社交 / 未融资 / 50-150人",六度云计算,发展前景好
Python架构师(SG0304),长沙·岳麓区,15k-25k,经验5-10年 / 本科,移动互联网 / 不需要融资 / 150-500人,蜜獾信息,"五险一金,超长带薪期,周末双休,年终奖金"
python开发工程师,北京·海淀区,10k-15k,经验1-3年 / 本科,"信息安全,移动互联网 / 上市公司 / 150-500人",安信天行,七险二金、国企、周末双休补充医疗、15薪
python开发工程师,北京·东直门,15k-30k,经验3-5年 / 本科,"文娱丨内容,广告营销 / 上市公司 / 50-150人",影谱科技,七险一金，完善福利体系，领导nice，
Python数据开发工程师,上海·普陀区,15k-30k,经验3-5年 / 本科,"移动互联网,社交 / A轮 / 150-500人",牛咖,"领导逗比,氛围欢乐,扁平结构,绩效奖金"
后端高级工程师（Python）,北京·团结湖,20k-35k,经验3-5年 / 本科,"移动互联网,金融 / D轮及以上 / 500-2000人",闪银奇异,免费午餐 成长空间大 团队氛围好
python爬虫开发工程师,北京·西北旺,15k-30k,经验3-5年 / 本科,"信息安全,数据服务 / A轮 / 50-150人",Flow++,七险一金+14薪+弹性工作
python高级开发工程师,上海·普陀区,25k-50k,经验3-5年 / 本科,"移动互联网,社交 / A轮 / 150-500人",牛咖,"技术大牛,弹性工作,领导耐撕,奖金丰厚"
python开发,长沙·麓谷,15k-22k,经验1-3年 / 本科,"信息安全,企业服务 / 不需要融资 / 2000人以上",深信服科技集团,"前沿技术,大平台,竞争力薪酬"
Python高级开发工程师,上海·张江,20k-40k,经验3-5年 / 本科,"移动互联网,电商 / B轮 / 50-150人",NextTao 互道信息,互联网零售革命的推动者
python开发工程师,北京·朝阳门,13k-19k,经验不限 / 本科,"金融,人工智能 / 不需要融资 / 500-2000人",嘉实基金,职业发展前景广阔
python运维开发工程师,深圳·福田区,6k-8k,经验不限 / 不限,教育 / 未融资 / 15-50人,锐友科技,政府税务单位服务供应商
硬件工程师,成都·高新区,8k-15k,经验3-5年 / 本科,"硬件,其他 / 不需要融资 / 50-150人",微思格科技,物联网公司，发展前景好。
